id,features
550,"[0.06315284967422485, -0.6431972980499268, 0.6605188846588135, -0.6882376670837402, 0.023128539323806763, 0.25560539960861206, 0.23539581894874573, -0.25803205370903015, -0.4022173285484314, 0.001252311165444553, 0.2510741651058197, 0.4134212136268616, 0.040909990668296814, 0.22056210041046143, -0.19360850751399994, 0.4343678653240204, -0.06608156859874725, -0.2307615429162979, 0.038589850068092346, 0.055840954184532166, 0.16153544187545776, 0.8355576395988464, 0.3586176633834839, -0.5279702544212341, 0.8112366795539856]"
560,"[0.15265436470508575, -0.645516574382782, 0.700347900390625, -0.6502713561058044, 0.13473770022392273, 0.28037869930267334, 0.5011272430419922, -0.19028763473033905, -0.47131773829460144, -0.03567614406347275, 0.559474527835846, 0.17381952702999115, 0.1435467004776001, 0.11476462334394455, -0.015884462743997574, 0.4602232873439789, 0.07394248992204666, -0.02014158107340336, 0.15976540744304657, -0.013031641952693462, 0.3515278100967407, 0.09019731730222702, 0.12554889917373657, -0.45236724615097046, 0.628412663936615]"
570,"[0.09601471573114395, -0.4914763569831848, 0.6415265202522278, -0.575478196144104, 0.07625558227300644, 0.2297285944223404, 0.4955402910709381, -0.3923441767692566, -0.1812896728515625, 0.16824139654636383, 0.3315253257751465, 0.2790735065937042, 0.18428435921669006, 0.11035066097974777, -0.31266650557518005, 0.3020404577255249, 0.12958185374736786, -0.07661543041467667, 0.11750803142786026, 0.1275857388973236, 0.19117484986782074, 0.6130161285400391, 0.21741929650306702, -0.5349932312965393, 0.5085135698318481]"
580,"[-0.012092835269868374, -0.5353602766990662, 0.8068031072616577, -0.4258585572242737, -0.07355393469333649, 0.3604499399662018, 0.6437237858772278, -0.49749502539634705, 0.01014260295778513, 0.26217082142829895, 0.7476325631141663, 0.08310317248106003, 0.3296635150909424, 0.05422750115394592, -0.5178908109664917, 0.5156704187393188, 0.5504501461982727, -0.5067750811576843, 0.21201969683170319, -0.2046280950307846, 0.46762123703956604, 0.5597546100616455, 0.34924235939979553, -0.11560621857643127, 0.49779942631721497]"
590,"[0.12826381623744965, -0.6141082644462585, 0.6196932792663574, -0.7477388978004456, -0.0028209041338413954, 0.2647743821144104, 0.4075468182563782, -0.5284104347229004, -0.39966049790382385, -0.23909947276115417, 0.3424457013607025, 0.2582322359085083, 0.19928380846977234, 0.07376404106616974, -0.2222852259874344, -0.028282057493925095, -0.23814783990383148, 0.09075826406478882, 0.022974446415901184, -0.05437810346484184, -0.11543232947587967, 0.3081236779689789, -0.10452897846698761, -0.5377711653709412, 0.6025115251541138]"
600,"[-0.37225398421287537, -0.5232679843902588, 0.2846566140651703, -0.40411603450775146, -0.06723634153604507, 0.051656823605298996, 0.7471815943717957, -0.15483056008815765, -0.5138306617736816, 0.15369988977909088, 0.3139688968658447, 0.8232726454734802, 0.10256042331457138, 0.4688289761543274, -0.14976288378238678, -0.12454244494438171, 0.11351306736469269, -0.30844956636428833, -0.48145604133605957, -0.3604837656021118, 0.022144682705402374, 0.16054275631904602, -0.3367086350917816, -0.36977890133857727, 0.8078072667121887]"
610,"[-0.20119361579418182, -0.5279147028923035, 0.5907384753227234, -0.7257086634635925, 0.09889958053827286, 0.6543532609939575, 0.5497404932975769, -0.39948537945747375, -0.3042691648006439, -0.21484023332595825, 0.3781052231788635, 0.4699406027793884, 0.1336529403924942, 0.011095097288489342, -0.06382972747087479, 0.35424894094467163, -0.30224114656448364, -0.3456406593322754, -0.033329952508211136, -0.1102624163031578, 0.28405994176864624, 0.33825698494911194, 0.05572352930903435, -0.5252590179443359, 0.8103669285774231]"
1,"[0.22487884759902954, -0.1632709950208664, 0.7654233574867249, -0.7126197814941406, 0.1865602731704712, 0.5221482515335083, 0.9873098731040955, -0.4355679452419281, -0.6976178288459778, 0.3517782986164093, 0.5287814140319824, 0.6237301826477051, -0.40549302101135254, 0.15336421132087708, -0.16081982851028442, 0.31763964891433716, -0.30490243434906006, -0.19912822544574738, -0.2257588654756546, 0.11020437628030777, 0.03355572745203972, 0.4013081192970276, 0.04515410214662552, -0.6117604374885559, 0.7427961826324463]"
11,"[0.15090404450893402, -0.27963894605636597, 1.153653860092163, -0.515735387802124, 0.2582409679889679, 0.22121493518352509, 0.6594429612159729, -0.7529913783073425, -0.3267260789871216, 0.1807066947221756, 0.23971879482269287, 0.28687092661857605, 0.2845681607723236, -0.2150144726037979, -0.2583087384700775, 0.41226431727409363, -0.21631014347076416, 0.11288832873106003, 0.3729017972946167, -0.0790085420012474, -0.16301032900810242, 0.7849588990211487, 0.06437573581933975, -0.45315176248550415, 0.38202738761901855]"
21,"[0.2853010892868042, -0.13602806627750397, 0.7231283783912659, -0.37828320264816284, 0.20756766200065613, 0.196798175573349, 0.5765094757080078, -0.25558581948280334, -0.023286107927560806, 0.26189565658569336, 0.28831756114959717, -0.08493908494710922, 0.04772524908185005, -0.5927857756614685, -0.34519800543785095, 0.3901475965976715, 0.3172758221626282, 0.33075982332229614, -0.27133306860923767, -0.17318283021450043, 0.18604907393455505, 0.5617429614067078, 0.5340403914451599, -0.3028525710105896, 1.15804123878479]"
31,"[0.4025437533855438, -0.6946712732315063, 1.1743887662887573, -0.669272243976593, -0.46979662775993347, 0.5931209921836853, 0.21734479069709778, -0.6063294410705566, -0.5266814827919006, 0.10548516362905502, 0.044859208166599274, 0.13997921347618103, -0.3058643937110901, 0.026289554312825203, -0.5808457732200623, 0.0047369240783154964, 0.3135414719581604, 0.25886672735214233, -0.40634289383888245, 0.5703285336494446, 0.3936229646205902, 0.11036311835050583, 0.3527413010597229, -0.44864505529403687, 0.7147098183631897]"
41,"[-0.053360484540462494, -0.3274897336959839, 0.38101521134376526, -0.5597071647644043, 0.5122806429862976, 0.07003623992204666, 1.0349537134170532, -1.0040513277053833, -0.594161331653595, 0.39237865805625916, 0.42522865533828735, -0.6462013125419617, 0.4232858121395111, 0.11659087240695953, 0.13274596631526947, 0.1651768684387207, 0.20783424377441406, -0.6060037016868591, -0.06912663578987122, 0.27232626080513, 0.05820691958069801, 0.12324924767017365, -0.3483487069606781, -0.21131940186023712, 0.21859906613826752]"
51,"[-0.2771546542644501, -1.1413379907608032, 0.42425933480262756, -0.08743700385093689, -0.2651577889919281, 0.5957503318786621, 0.7065734267234802, -0.7629998326301575, -0.06638407707214355, 0.11349645256996155, 0.5857162475585938, 0.2598589360713959, -0.38216468691825867, 0.3154831826686859, -0.6678975224494934, 0.03365537151694298, 0.041919559240341187, -0.31863802671432495, 0.08133313059806824, -0.601280689239502, -0.07774949073791504, 0.47142675518989563, 0.38664305210113525, -0.5490438342094421, 0.8125178217887878]"
61,"[0.02226923406124115, -0.7600838541984558, 0.3922370374202728, -0.7542589902877808, -0.03340572863817215, 0.478885680437088, 0.5959879159927368, -0.41285696625709534, -0.5177543759346008, 0.05573641136288643, 0.6547505259513855, 0.0714917704463005, -0.06037914752960205, 0.19357022643089294, -0.05077020451426506, 0.24109479784965515, -0.01773040182888508, -0.18372493982315063, 0.08020836859941483, 0.048038896173238754, 0.1171523928642273, 0.35823020339012146, 0.06116115674376488, -0.5583509802818298, 0.6226489543914795]"
71,"[0.006995248142629862, -0.4203878343105316, 1.0221853256225586, -0.5023742318153381, 0.4342905879020691, -0.1604078859090805, 0.1481333076953888, -0.05067215859889984, -0.18179062008857727, 0.1029609739780426, -0.03681846335530281, 0.4748762547969818, 0.23951345682144165, -0.189339742064476, -0.14500555396080017, 0.16961781680583954, -0.4088195860385895, 0.2936725914478302, 0.08277855068445206, -0.0592038594186306, 0.7741864919662476, 0.6777127981185913, 0.6603526473045349, -0.78424072265625, 0.9975135326385498]"
81,"[0.5559354424476624, -0.5722047686576843, 0.5343042612075806, 0.05388342961668968, 0.16520558297634125, 0.9649848937988281, 0.20205946266651154, -0.7113516926765442, -0.443183571100235, -0.1949329674243927, 0.3066379725933075, 0.1350923776626587, -0.2082567662000656, 0.45309221744537354, -0.01230582408607006, 0.14586244523525238, 0.0035951477475464344, 0.05138138681650162, 0.7968226671218872, 0.018297744914889336, 0.1575571447610855, 0.557253897190094, 0.049889661371707916, -0.3058808445930481, 0.4721483886241913]"
91,"[0.14175553619861603, -0.5479985475540161, 0.7659440636634827, -0.5746750235557556, 0.11270999163389206, 0.7208776473999023, 0.2534600496292114, -0.1763479858636856, -0.29699739813804626, -0.26207202672958374, 0.5706320405006409, 0.1283356249332428, 0.07759877294301987, 0.2325996309518814, -0.3660152554512024, 0.5468093752861023, 0.14463931322097778, -0.26669803261756897, 0.151694655418396, -0.37887707352638245, 0.22938664257526398, 0.11902885884046555, -0.14496296644210815, -0.1818878948688507, 0.9134991765022278]"
101,"[-0.31116804480552673, -0.892520010471344, 0.46803203225135803, -0.6331589818000793, 0.23107609152793884, 0.2659469544887543, 0.835804283618927, -0.3098107576370239, -0.40027526021003723, 0.1454278528690338, 0.1800691932439804, 0.23384465277194977, 0.0805785059928894, 0.43963780999183655, -0.2655009329319, 0.06758976727724075, 0.19810739159584045, -0.036134932190179825, 0.7423168420791626, 0.04925745725631714, -0.10268238186836243, 0.4111121892929077, 0.11698678135871887, -0.6248711943626404, 0.4986567199230194]"
111,"[0.23680220544338226, -0.5031054615974426, 0.07130686938762665, -0.4467816650867462, 0.057172730565071106, -0.31860050559043884, 0.45036542415618896, -0.3721660375595093, -0.30071139335632324, 0.17449365556240082, 0.5584871768951416, 0.44222038984298706, 0.08761660009622574, 0.2766828238964081, 0.266518235206604, 0.1275789588689804, -0.10952021926641464, -0.03379136323928833, 0.1430947333574295, 0.746688187122345, 0.2509346306324005, 0.2734682857990265, 0.47486114501953125, -0.4073651432991028, 1.2891978025436401]"
121,"[0.02629508264362812, -0.6193886995315552, 0.7312852144241333, -0.20736023783683777, 0.24689126014709473, 0.16418050229549408, 0.611179769039154, -0.22152262926101685, -0.8600900173187256, 0.0718051940202713, 0.025332869961857796, 0.20200130343437195, -0.036926209926605225, 0.028232883661985397, -0.428026020526886, 0.221732035279274, -0.19596602022647858, 0.048140786588191986, 0.07765290141105652, 0.11020029336214066, 0.31987082958221436, 0.2144555151462555, 0.35502561926841736, -0.3910348117351532, 0.7413241267204285]"
131,"[0.07179192453622818, -0.6084685325622559, 0.547997772693634, -0.5302110314369202, -0.14443381130695343, 0.48029524087905884, 0.5559547543525696, -0.046830177307128906, -0.5894595384597778, -0.14247162640094757, 0.4414966404438019, 0.1792016327381134, 0.31873345375061035, 0.10938042402267456, -0.04624276980757713, -0.020239971578121185, -0.23714910447597504, -0.018596060574054718, 0.1207629144191742, 0.016536036506295204, 0.28407272696495056, 0.1874932497739792, 0.16916435956954956, -0.37636375427246094, 0.4683937430381775]"
141,"[0.21453969180583954, -0.6419632434844971, 0.39947158098220825, -0.4759325385093689, 0.037669409066438675, 0.27098026871681213, 0.4364246726036072, -0.31640923023223877, -0.750636637210846, 0.03740764409303665, 0.33305391669273376, 0.3516080379486084, -0.19182679057121277, 0.23052048683166504, -0.1505374014377594, 0.34856727719306946, -0.13144446909427643, -0.058691270649433136, -0.17577770352363586, 0.11769081652164459, 0.05016346275806427, 0.48676320910453796, 0.34632542729377747, -0.3395014703273773, 0.7348286509513855]"
151,"[-0.07238836586475372, 0.032947007566690445, 0.72636479139328, -0.9052377343177795, 0.08864031732082367, 0.18623992800712585, 0.7247768044471741, -0.22028383612632751, 0.04845369607210159, -0.08952420949935913, 0.2837875187397003, 0.23924770951271057, -0.27033111453056335, -0.27858567237854004, 0.3425404727458954, 0.38318201899528503, -0.3134136497974396, 0.059391316026449203, -0.1366000771522522, -0.3269346356391907, 0.20577876269817352, 0.5752741694450378, 0.42222240567207336, -0.8084599375724792, 1.0723600387573242]"
161,"[0.14933185279369354, -0.2903185188770294, 0.7507739663124084, -1.2028545141220093, 0.17987960577011108, -0.32552701234817505, 0.4161611497402191, -0.495462030172348, 0.32466575503349304, -0.36317920684814453, 0.5913445353507996, 0.7910714149475098, -0.2935123145580292, 0.5480086207389832, -0.06079956889152527, 0.1075858399271965, -0.13434672355651855, 0.2375006228685379, 0.10820692032575607, 0.15189006924629211, -0.12707364559173584, 0.37522831559181213, -0.04745956137776375, -0.5011606812477112, 0.8098990321159363]"
171,"[-0.08375485986471176, -0.6184364557266235, 0.5101696848869324, -0.8545876145362854, -0.04567137733101845, 0.4383126497268677, 0.5256361365318298, -0.4855298101902008, -0.5804970264434814, 0.20455017685890198, 0.4334070682525635, 0.16660989820957184, 0.13258244097232819, 0.35159608721733093, -0.2156110405921936, 0.24974305927753448, 0.15101207792758942, -0.21231801807880402, -0.03311319276690483, -0.15181155502796173, 0.42414218187332153, 0.09112965315580368, 0.3254295587539673, -1.0364874601364136, 1.0355486869812012]"
181,"[0.12368880212306976, -0.1855531930923462, 1.0964102745056152, -0.4379383325576782, -0.17031073570251465, -0.017928214743733406, 0.2092524766921997, -0.30345475673675537, -0.5205526351928711, 0.22905781865119934, 0.5428176522254944, 0.04407576844096184, 0.03738559037446976, -0.13286468386650085, -0.47461816668510437, -0.3182755410671234, 0.14697767794132233, 0.34618079662323, -0.31312471628189087, 0.001533901202492416, 0.05169316753745079, 0.3965951204299927, 0.1490626335144043, -0.6279296278953552, 0.5054469704627991]"
191,"[-0.3097551465034485, -1.0494561195373535, 0.16571423411369324, -0.4922257661819458, 0.13895322382450104, 0.48020946979522705, 0.877149224281311, -0.3627362549304962, -0.38152557611465454, -0.30791404843330383, 0.554100751876831, 0.5193559527397156, 0.4340972304344177, -0.1003812849521637, 0.42608949542045593, -0.3639974594116211, -0.37538233399391174, -0.0865570455789566, 0.7985184192657471, -0.16904288530349731, 0.12265274673700333, 0.14731068909168243, -0.22956161201000214, -0.46225276589393616, 0.43135324120521545]"
201,"[-0.2779530882835388, -0.030643144622445107, 1.0632550716400146, -0.9196701645851135, -0.23245428502559662, 0.2601047158241272, 0.6669715642929077, -0.7186696529388428, -0.4661204218864441, 0.18010613322257996, -0.06415732949972153, 0.6043010354042053, -0.1696678251028061, 0.10965140163898468, -0.18687178194522858, 0.11851275712251663, -0.2640784978866577, 0.4127329885959625, 0.08658832311630249, 0.10763538628816605, 0.04225326329469681, 0.5689969062805176, -0.011140336282551289, -0.6829634308815002, 0.7755051851272583]"
211,"[-0.07230720669031143, -0.6628968119621277, 0.8467502593994141, -0.7935420870780945, -0.1543283760547638, -0.11591483652591705, 0.6231440305709839, -0.4993962347507477, -0.3034091591835022, 0.04848810285329819, 0.09609246253967285, 0.3101463317871094, 0.4047786295413971, -0.027243182063102722, -0.10315597802400589, 0.2482859492301941, -0.0025437581352889538, -0.0966295525431633, 0.10254436731338501, -0.05183777958154678, 0.15568572282791138, 0.5818545818328857, 0.14616906642913818, -0.15035733580589294, 0.7901670932769775]"
221,"[-0.03016987256705761, -0.7532238960266113, 0.3386213779449463, -0.535832941532135, 0.08082824945449829, 0.3082854747772217, 0.9460052251815796, -0.3237433135509491, -0.4677797853946686, -0.28545233607292175, 0.6063622236251831, 0.1688980907201767, 0.12566618621349335, 0.17932148277759552, 0.024203605949878693, -0.004794742446392775, -0.10217960178852081, -0.2834417521953583, 0.2141183316707611, 0.12127162516117096, 0.2864988446235657, 0.16748371720314026, -0.19786354899406433, -0.5296655893325806, 0.845576822757721]"
231,"[0.5348556637763977, -0.5862100720405579, 0.7836574912071228, -0.595647394657135, -0.3473369777202606, 0.8598126769065857, 0.2849237620830536, -0.23041735589504242, -0.4388091266155243, -0.18204250931739807, -0.22831404209136963, 0.2291693538427353, 0.25415074825286865, 0.5359625816345215, -0.13353775441646576, 0.508310079574585, -0.014972752891480923, 0.16294287145137787, 0.32997891306877136, -0.3093147873878479, 0.6530615091323853, 0.3952844440937042, 0.3129722476005554, -0.20336753129959106, 0.6062490940093994]"
